1290792538	20260224154500	20260224154500	1	vol.at	https://www.vol.at/cafe-stadtfrau-instead-of-cafe-landtmann-in-vienna/10011974	3	-1	1359	1337	1	80	1858	1.9672131147541		
1228449466	20250224163000	20260224154500	1	thestar.com.my	https://www.thestar.com.my/tech/tech-news/2026/02/24/amd-secures-meta-as-next-big-ai-chip-customer	2	-1	305	317	1	50	4800	1.35970333745365		
1228343548	20250224053000	20260224154500	1	keranews.org	https://www.keranews.org/elections-2026/2026-02-24/newly-formed-tarrant-shadow-pacs-turbocharge-hyperlocal-gop-precinct-chair-races	14	-1	4090	4077	1	20	13194	-0.0479846449136301		
1290757433	20260224121500	20260224154500	1	mykiss1031.com	https://mykiss1031.com/ixp/514/p/texas-flood-camp-mystic-lawsuit/	1	-1	273	305	1	20	2248	-5.72916666666666		
1290757434	20260224121500	20260224154500	1	mykiss1031.com	https://mykiss1031.com/ixp/514/p/texas-flood-camp-mystic-lawsuit/	1	-1	281	327	0	80	2248	-5.72916666666666		
1290792539	20260224154500	20260224154500	1	citizen.co.za	https://www.citizen.co.za/news/sibiya-shared-confidential-audit-report-on-matlala-contract-with-friend/	5	1987	2123	2105	0	20	3898	-1.08864696734059		
1290792540	20260224154500	20260224154500	1	citizen.co.za	https://www.citizen.co.za/news/eleven-south-africans-recruited-russia-head-home/	10	1558	1668	1587	0	10	2322	-2.9023746701847		
1290792541	20260224154500	20260224154500	1	citizen.co.za	https://www.citizen.co.za/news/eleven-south-africans-recruited-russia-head-home/	10	1558	1668	1587	0	10	2322	-2.9023746701847		
1290792542	20260224154500	20260224154500	1	citizen.co.za	https://www.citizen.co.za/news/eleven-south-africans-recruited-russia-head-home/	10	1558	1668	1593	0	10	2322	-2.9023746701847		
1290792543	20260224154500	20260224154500	1	citizen.co.za	https://www.citizen.co.za/news/eleven-south-africans-recruited-russia-head-home/	10	1558	1668	1593	0	10	2322	-2.9023746701847		
